case-id	family	observed-stage	expected-stage	contract-comparison	disposition	oracle	gap-id	acceptance-gap	acceptance-cells	milestone-capability-group	milestone-positive-witness	open-obligation	witness	expected-json
catalog-string-concat	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C32			O03	MECH_AUDIT_CASE=catalog-string-concat MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-table-full-outer-join	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-table-full-outer-join MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-table-join	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-table-join MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-table-left-anti-join	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-table-left-anti-join MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-table-left-outer-join	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-table-left-outer-join MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-table-left-semi-join	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-table-left-semi-join MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-table-right-outer-join	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-table-right-outer-join MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
statement-recursion	semantic	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G20	G20					MECH_AUDIT_CASE=statement-recursion MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""120"", ""120""]"
activation-stable-no-trigger	control-contract	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G15	G15	ACT01;ACT02				MECH_AUDIT_CASE=activation-stable-no-trigger MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""0"", ""0""]"
activation-pattern-no-trigger	control-contract	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G15	G15	ACT01;ACT05;ACT06				MECH_AUDIT_CASE=activation-pattern-no-trigger MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""0"", ""0""]"
fsm-declared-increment	control-contract	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G14	G14	FSM01;FSM02				MECH_AUDIT_CASE=fsm-declared-increment MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""42"", ""42""]"
fsm-declared-named-input	control-contract	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G14	G14	FSM01				MECH_AUDIT_CASE=fsm-declared-named-input MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""42"", ""42""]"
function-pattern-broadcast-matrix	control-contract	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G19	G19	FUN05				MECH_AUDIT_CASE=function-pattern-broadcast-matrix MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
function-pattern-partial-match	control-contract	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G19	G19	FUN06				MECH_AUDIT_CASE=function-pattern-partial-match MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""42"", ""42""]"
function-pattern-first-match	control-contract	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G19	G19	FUN01				MECH_AUDIT_CASE=function-pattern-first-match MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""42"", ""42""]"
function-branching-recursion	control-contract	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G19	G20	FUN08				MECH_AUDIT_CASE=function-branching-recursion MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""55"", ""55""]"
function-tail-recursion	control-contract	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G19	G20	FUN08				MECH_AUDIT_CASE=function-tail-recursion MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""20"", ""20""]"
catalog-f32-binary-broadcast	catalog-boundary	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-F32-BINARY	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=catalog-f32-binary-broadcast ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=catalog-f32-binary-broadcast MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""[-1 -2; -3 -4]"", ""[-1 -2; -3 -4]""]"
