export	overload-id	declaration	qualification	acceptance
math/bessel/y1	1	FunctionTypeOverload { id: 1, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/sub-assign/range	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/sub-assign/range	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/sub-assign/range	2	FunctionTypeOverload { id: 2, input_layout: [Value, Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }, Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
matrix/vertcat	syntax-directed	Some(FunctionTypeDeclaration { overloads: [], template: Some(VerticalConcatenation), parameter_names: None })	O01: intrinsic contract requires operator-specific kind/layout witnesses	qualify the source intrinsic contract and supported target layouts
matrix/transpose	0	FunctionTypeOverload { id: 0, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(0))] }], constraints: [] }, output_schema_rules: [TransposeOfInput(0)] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/div-assign	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(0))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/div-assign	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Parameter(KindParameterId(0))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/div-assign	2	FunctionTypeOverload { id: 2, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, DimensionEqual(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionEqual(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
matrix/horzcat	syntax-directed	Some(FunctionTypeDeclaration { overloads: [], template: Some(HorizontalConcatenation), parameter_names: None })	O01: intrinsic contract requires operator-specific kind/layout witnesses	qualify the source intrinsic contract and supported target layouts
math/mul-assign/range-all	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value, Value, MatrixAllSelection], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/mul-assign/range-all	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value, Value, MatrixAllSelection], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/mul-assign/range-all	2	FunctionTypeOverload { id: 2, input_layout: [Value, Value, Value, MatrixAllSelection], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }, Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
