export	overload-id	acceptance-group	candidate-layout	predicate-domain	kind-domain	configured-target-domain	source-exposure	recipe-form	source-recipe-json	boundary-cells	reference-oracle	implementation-authority	discovery-command	acceptance-status
compare/eq	31	C10	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: bool, dimensions: [D2, D3] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64,string,bool,id,index,atom; E-STRUCT (nominal construction G11)	Prelude	named-call	"""answer := compare/eq(1.0, 2.0)\nanswer\n"""	EQ;PROMOTION;LAYOUT;TURN;VISIBILITY	value equality after declared lossless promotion; scalar vs elementwise output shape explicit	scheme.rs:317-414,455; numeric.rs:1862	MECH_AUDIT_CASE=catalog-compare-eq ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	0	C12	inputs: Fixed([K0, K1]), outputs: [bool]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	1	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	2	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K1]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	3	C12	inputs: Fixed([K0, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	4	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, 1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	5	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [1, D2] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	6	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D2, 1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	7	C12	inputs: Fixed([Matrix { element: K0, dimensions: [1, D2] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	8	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	9	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: bool, dimensions: [D2, D3] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	10	C12	inputs: Fixed([string, string]), outputs: [bool]	exact/template	string	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gt	11	C12	inputs: Fixed([Matrix { element: string, dimensions: [D0, D1] }, Matrix { element: string, dimensions: [D0, D1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	exact/template	string	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gt(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	0	C12	inputs: Fixed([K0, K1]), outputs: [bool]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	1	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	2	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K1]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	3	C12	inputs: Fixed([K0, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	4	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, 1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	5	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [1, D2] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	6	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D2, 1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	7	C12	inputs: Fixed([Matrix { element: K0, dimensions: [1, D2] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	8	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: bool, dimensions: [D0, D1] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	9	C12	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: bool, dimensions: [D2, D3] }]	Number,Ordered	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
compare/gte	10	C12	inputs: Fixed([string, string]), outputs: [bool]	exact/template	string	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string	Prelude	named-call	"""answer := compare/gte(1.0, 2.0)\nanswer\n"""	ORDER;PROMOTION;LAYOUT;TURN;VISIBILITY	integer/Fraction comparison; lexicographic strings; IEEE NaN relation rules	scheme.rs comparison_promoted_for_predicate,string_ordering; numeric.rs comparisons	MECH_AUDIT_CASE=catalog-compare-gte ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
