id	grammar-name	module	rust-function	classification	feature-gate	entry-point	output-type	parent-rules	child-rules	selection-behavior	termination	whitespace	spec-location	conformance-cases	implementation-path	notes
base.output-operator-a	output-operator-a	base	output_operator_a	terminal	always	parse	Token	none	none	none	exact fixed terminal	whitespace0 before and after terminal (includes newlines)	not-located	TERMINAL-CONTRACTS	src/syntax/src/base.rs::output_operator_a	Macro-generated terminal "=>" with TokenKind::OutputOperator; whitespace0 on both sides.
base.output-operator-u	output-operator-u	base	output_operator_u	terminal	always	parse	Token	none	none	none	exact fixed terminal	whitespace0 before and after terminal (includes newlines)	not-located	TERMINAL-CONTRACTS	src/syntax/src/base.rs::output_operator_u	Macro-generated terminal "⇒" with TokenKind::OutputOperator; whitespace0 on both sides.
base.transition-operator-a	transition-operator-a	base	transition_operator_a	terminal	always	parse	Token	none	none	none	exact fixed terminal	whitespace0 before and after terminal (includes newlines)	not-located	TERMINAL-CONTRACTS	src/syntax/src/base.rs::transition_operator_a	Macro-generated terminal "->" with TokenKind::TransitionOperator; whitespace0 on both sides.
base.transition-operator-u	transition-operator-u	base	transition_operator_u	terminal	always	parse	Token	none	none	none	exact fixed terminal	whitespace0 before and after terminal (includes newlines)	not-located	TERMINAL-CONTRACTS	src/syntax/src/base.rs::transition_operator_u	Macro-generated terminal "→" with TokenKind::TransitionOperator; whitespace0 on both sides.
base.generator-arrow	generator-arrow	base	generator_arrow	terminal	always	parse	Token	none	none	none	exact fixed terminal	whitespace0 before and after terminal (includes newlines)	not-located	TERMINAL-CONTRACTS	src/syntax/src/base.rs::generator_arrow	Macro-generated terminal "<-" with TokenKind::GeneratorArrow; whitespace0 on both sides.
base.generator-arrow-u	generator-arrow-u	base	generator_arrow_u	terminal	always	parse	Token	none	none	none	exact fixed terminal	whitespace0 before and after terminal (includes newlines)	not-located	TERMINAL-CONTRACTS	src/syntax/src/base.rs::generator_arrow_u	Macro-generated terminal "←" with TokenKind::GeneratorArrow; whitespace0 on both sides.
base.spread-operator-a	spread-operator-a	base	spread_operator_a	terminal	always	parse	Token	none	none	none	exact fixed terminal	whitespace0 before and after terminal (includes newlines)	not-located	TERMINAL-CONTRACTS	src/syntax/src/base.rs::spread_operator_a	Macro-generated terminal "..." with TokenKind::SpreadOperator; whitespace0 on both sides.
base.spread-operator-u	spread-operator-u	base	spread_operator_u	terminal	always	parse	Token	none	none	none	exact fixed terminal	whitespace0 before and after terminal (includes newlines)	not-located	TERMINAL-CONTRACTS	src/syntax/src/base.rs::spread_operator_u	Macro-generated terminal "…" with TokenKind::SpreadOperator; whitespace0 on both sides.
base.transition-operator	transition-operator	base	transition_operator	terminal	always	parse	Token	fsm-block-transition,fsm-implementation,fsm-state-transition,fsm-statement-transition	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::transition_operator	Recognizes a terminal/operator form and returns Token.
base.output-operator	output-operator	base	output_operator	terminal	always	parse	Token	activation-arm,fsm-output,function-define-match-arms,function-match-arm,match-arm	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::output_operator	Recognizes a terminal/operator form and returns Token.
base.emoji-grapheme	emoji-grapheme	base	emoji_grapheme	lexical-primitive	always	parse	String	emoji	none	none	caller controls remainder	none directly; child rules may consume	not-located	BASE-EMOJI	src/syntax/src/base.rs::emoji_grapheme	Consumes a lexical primitive and returns String.
base.alpha	alpha	base	alpha	lexical-primitive	always	parse	String	none	none	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:142	IDENT-SYMBOLS	src/syntax/src/base.rs::alpha	Consumes a lexical primitive and returns String.
base.digit	digit	base	digit	lexical-primitive	always	parse	String	none	none	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:143	NUM-INTEGER	src/syntax/src/base.rs::digit	Consumes a lexical primitive and returns String.
base.any	any	base	any	lexical-primitive	always	parse	String	none	none	none	caller controls remainder	none directly; child rules may consume	not-located	CODE-FENCE	src/syntax/src/base.rs::any	Consumes a lexical primitive and returns String.
base.any-token	any-token	base	any_token	lexical-primitive	always	parse	Token	none	none	none	caller controls remainder	none directly; child rules may consume	not-located	COMMENT-DASH	src/syntax/src/base.rs::any_token	Consumes a lexical primitive and returns Token.
base.forbidden-emoji	forbidden-emoji	base	forbidden_emoji	lexical-primitive	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	BASE-FORBIDDEN-EMOJI	src/syntax/src/base.rs::forbidden_emoji	Consumes a lexical primitive and returns Token.
base.emoji	emoji	base	emoji	lexical-primitive	always	parse	Token	identifier-path-segment-emoji	emoji-grapheme	peek-gated	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:144	BASE-EMOJI	src/syntax/src/base.rs::emoji	Consumes a lexical primitive and returns Token.
base.alpha-token	alpha-token	base	alpha_token	lexical-primitive	always	parse	Token	grammar-identifier,source-import-uri-scheme	none	none	caller controls remainder	none directly; child rules may consume	not-located	IDENT-SYMBOLS	src/syntax/src/base.rs::alpha_token	Consumes a lexical primitive and returns Token.
base.digit-token	digit-token	base	digit_token	lexical-primitive	always	parse	Token	digit-sequence,underscore-digit	none	none	caller controls remainder	none directly; child rules may consume	not-located	NUM-INTEGER	src/syntax/src/base.rs::digit_token	Consumes a lexical primitive and returns Token.
base.alphanumeric	alphanumeric	base	alphanumeric	production	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:157	CITATION	src/syntax/src/base.rs::alphanumeric	Constructs Token; implementation-derived inventory entry.
base.underscore-digit	underscore-digit	base	underscore_digit	production	always	parse	Token	none	digit-token,underscore	none	caller controls remainder	none directly; child rules may consume	not-located	NUM-UNDERSCORE	src/syntax/src/base.rs::underscore_digit	Constructs Token; implementation-derived inventory entry.
base.digit-sequence	digit-sequence	base	digit_sequence	production	always	parse	Vec<Token>	float-decimal-start,float-full,typed-integer,untyped-integer	digit-token	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:158	NUM-UNDERSCORE	src/syntax/src/base.rs::digit_sequence	Constructs Vec<Token>; implementation-derived inventory entry.
base.grouping-symbol	grouping-symbol	base	grouping_symbol	terminal	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:239	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::grouping_symbol	Recognizes a terminal/operator form and returns Token.
base.punctuation	punctuation	base	punctuation	terminal	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:193	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::punctuation	Recognizes a terminal/operator form and returns Token.
base.escaped-char	escaped-char	base	escaped_char	production	always	parse	Token	none	backslash	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:258	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::escaped_char	Constructs Token; implementation-derived inventory entry.
base.symbol	symbol	base	symbol	terminal	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:212	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::symbol	Recognizes a terminal/operator form and returns Token.
base.identifier-symbol	identifier-symbol	base	identifier_symbol	terminal	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:227	IDENT-SYMBOLS	src/syntax/src/base.rs::identifier_symbol	Recognizes a terminal/operator form and returns Token.
base.text	text	base	text	production	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:259	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::text	Constructs Token; implementation-derived inventory entry.
base.raw-text	raw-text	base	raw_text	production	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::raw_text	Constructs Token; implementation-derived inventory entry.
base.new-line	new-line	base	new_line	terminal	always	parse	Token	blank-line,comment,grammar,newline-indent,paragraph-newline,table-top,thematic-break,title,title-front-matter,ul-subtitle	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:164	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::new_line	Recognizes a terminal/operator form and returns Token.
base.whitespace	whitespace	base	whitespace	lexical-primitive	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:165	MATCH	src/syntax/src/base.rs::whitespace	Consumes a lexical primitive and returns Token.
base.whitespace0	whitespace0	base	whitespace0	production	always	parse	()	activation-arm,activation-scope,add-assign-operator,binding,body,call-arg-with-binding,citation,code-block,code-terminal,context-declaration,div-assign-operator,empty-map,empty-set,eval-inline-mech-code,exp-assign-operator,export-declaration,expression,fancy-table-header,figures-row,footnote,fsm-arm,fsm-block-transition,fsm-implementation,fsm-state-definition,function-define,function-define-match-arms,function-define-statements,function-match-arm,guard-operator,import-declaration,import-group-items,inline-mech-code,kind-record,map,mapping,match-expression,matrix,mech-code-alt,mechdown-table,mechdown-table-header,mechdown-table-row,mika,module-import,mul-assign-operator,option-map,option-mapping,pattern-array,pattern-atom-struct,pattern-tuple,pattern-tuple-struct,program,record,regular-table,send-operator,set,sub-assign-operator,subtitle,table-header,title,title-front-matter,tuple,tuple-struct,ul-subtitle,unchecked-item	none	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MATCH	src/syntax/src/base.rs::whitespace0	Constructs (); implementation-derived inventory entry.
base.whitespace1	whitespace1	base	whitespace1	production	always	parse	()	export-declaration,import-declaration	none	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	FUNCTION-MATCH-ARMS,STRUCT-SET-WHITESPACE	src/syntax/src/base.rs::whitespace1	Constructs (); implementation-derived inventory entry.
base.newline-indent	newline-indent	base	newline_indent	production	always	parse	()	none	new-line	none	repetition stops on recoverable child failure; caller controls remainder	new-line	not-located	LOWER-NEWLINE-INDENT	src/syntax/src/base.rs::newline_indent	Constructs (); implementation-derived inventory entry.
base.ws1e	ws1e	base	ws1e	production	always	parse	()	spaced-subtract,symmetric-difference	none	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	OP-DELTA-SPACED	src/syntax/src/base.rs::ws1e	Constructs (); implementation-derived inventory entry.
base.ws0e	ws0e	base	ws0e	production	always	parse	()	add,and,complement,cross-product,difference,divide,dot-product,element-of,equal-to,full-join,greater-than,greater-than-equal,intersection,join,left-anti-join,left-join,left-semi-join,less-than,less-than-equal,matrix-multiply,matrix-solve,modulus,multiply,not-element-of,not-equal,or,power,proper-subset,proper-superset,right-join,strict-equal,strict-not-equal,subset,superset,union-op,xor	none	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	OP-ADD-TIGHT	src/syntax/src/base.rs::ws0e	Constructs (); implementation-derived inventory entry.
base.space-tab	space-tab	base	space_tab	production	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::space_tab	Constructs Token; implementation-derived inventory entry.
base.space-tab0	space-tab0	base	space_tab0	production	always	parse	()	generator,import-alias-operator,inline-table,inline-table-header,inline-table-row,matrix-column,matrix-comprehension,matrix-row,module-import,module-import-end,parenthetical-term,row-separator,set-comprehension,table-column,table-header,table-row,table-row2,table-separator	none	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	STRUCT-TABLE	src/syntax/src/base.rs::space_tab0	Constructs (); implementation-derived inventory entry.
base.space-tab1	space-tab1	base	space_tab1	production	always	parse	()	none	none	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::space_tab1	Constructs (); implementation-derived inventory entry.
base.list-separator	list-separator	base	list_separator	production	always	parse	()	pattern-array	tag	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:169	STRUCT-TUPLE	src/syntax/src/base.rs::list_separator	Constructs (); implementation-derived inventory entry.
base.enum-separator	enum-separator	base	enum_separator	production	always	parse	()	pattern-array-token	tag	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:170	PATTERN-ARRAY-REST	src/syntax/src/base.rs::enum_separator	Constructs (); implementation-derived inventory entry.
base.identifier	identifier	base	identifier	production	always	parse	Identifier	atom,binding,call-arg-with-binding,context-base-context,context-capability-declaration,context-declaration,dot-subscript,enum-define,enum-variant,export-declaration,field,fsm,fsm-implementation,fsm-instance,fsm-specification,function-arg,function-call,function-define,header-field,invariant-define,kind-atom,kind-define,kind-scalar,option-mapping,option-value,pattern-atom-struct,pattern-tuple-struct,slice,slice-ref,swizzle-subscript,title-front-matter,tuple-struct,typed-integer,var	none	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:322	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/base.rs::identifier	Constructs Identifier; implementation-derived inventory entry.
